2017/04/28 15:56:48.9281(dryAlignProcess)GENERIC_MESSAGE,VOLTAGE_LEFT
Raw Data
    -0.05,    -0.05,0.0576782,
   -0.045,    -0.05,0.0597382,
    -0.04,    -0.05,0.0577545,
 -0.035,  -0.05,0.05867,
    -0.03,    -0.05,0.0562286,
   -0.025,    -0.05,0.0520325,
    -0.02,    -0.05,0.0518799,
   -0.015,    -0.05,0.0538635,
    -0.01,    -0.05,0.0575256,
   -0.005,    -0.05,0.0519562,
-6.93889E-18,       -0.05,   0.0505066,
    0.005,    -0.05,0.0479126,
     0.01,    -0.05,0.0484467,
    0.015,    -0.05,0.0482178,
     0.02,    -0.05,0.0468445,
    0.025,    -0.05,0.0461578,
     0.03,    -0.05,0.0480652,
    0.035,    -0.05,0.0465393,
     0.04,    -0.05,0.0486755,
    0.045,    -0.05,0.0492859,
    -0.05,   -0.045,0.0578308,
   -0.045,   -0.045,0.0584412,
   -0.04,  -0.045,0.056839,
   -0.035,   -0.045,0.0569153,
    -0.03,   -0.045,0.0547791,
   -0.025,   -0.045,0.0514221,
    -0.02,   -0.045,0.0512695,
   -0.015,   -0.045,0.0518036,
    -0.01,   -0.045,0.0566864,
   -0.005,   -0.045,0.0518799,
-6.93889E-18,      -0.045,   0.0504303,
    0.005,   -0.045,0.0480652,
     0.01,   -0.045,0.0471497,
    0.015,   -0.045,0.0474548,
     0.02,   -0.045,0.0471497,
    0.025,   -0.045,0.0469971,
    0.03,  -0.045,0.045166,
    0.035,   -0.045,0.0468445,
     0.04,   -0.045,0.0485992,
    0.045,   -0.045,0.0502777,
   -0.05,   -0.04,0.057373,
   -0.045,    -0.04,0.0590515,
    -0.04,    -0.04,0.0584412,
   -0.035,    -0.04,0.0572968,
    -0.03,    -0.04,0.0539398,
   -0.025,    -0.04,0.0501251,
    -0.02,    -0.04,0.0497437,
   -0.015,    -0.04,0.0556183,
    -0.01,    -0.04,0.0574493,
   -0.005,    -0.04,0.0510406,
-6.93889E-18,       -0.04,   0.0491333,
    0.005,    -0.04,0.0480652,
     0.01,    -0.04,0.0440979,
    0.015,    -0.04,0.0489044,
     0.02,    -0.04,0.0450897,
    0.025,    -0.04,0.0468445,
     0.03,    -0.04,0.0455475,
    0.035,    -0.04,0.0458527,
     0.04,    -0.04,0.0457764,
    0.045,    -0.04,0.0492096,
    -0.05,   -0.035,0.0575256,
   -0.045,   -0.035,0.0576782,
    -0.04,   -0.035,0.0583649,
 -0.035, -0.035,0.05867,
    -0.03,   -0.035,0.0527954,
   -0.025,   -0.035,0.0508881,
    -0.02,   -0.035,0.0485229,
   -0.015,   -0.035,0.0530243,
    -0.01,   -0.035,0.0553131,
   -0.005,   -0.035,0.0527954,
-6.93889E-18,      -0.035,   0.0481415,
    0.005,   -0.035,0.0460815,
     0.01,   -0.035,0.0465393,
    0.015,   -0.035,0.0460052,
     0.02,   -0.035,0.0460815,
    0.025,   -0.035,0.0467682,
     0.03,   -0.035,0.0457001,
    0.035,   -0.035,0.0453949,
     0.04,   -0.035,0.0476837,
    0.045,   -0.035,0.0498199,
    -0.05,    -0.03,0.0576019,
   -0.045,    -0.03,0.0570679,
    -0.04,    -0.03,0.0563049,
   -0.035,    -0.03,0.0562286,
    -0.03,    -0.03,0.0550842,
   -0.025,    -0.03,0.0506592,
    -0.02,    -0.03,0.0491333,
   -0.015,    -0.03,0.0506592,
    -0.01,    -0.03,0.0564575,
   -0.005,    -0.03,0.0525665,
-6.93889E-18,       -0.03,   0.0466919,
    0.005,    -0.03,0.0462341,
     0.01,    -0.03,0.0473022,
    0.015,    -0.03,0.0453186,
    0.02,   -0.03,0.045929,
    0.025,    -0.03,0.0447845,
     0.03,    -0.03,0.0456238,
    0.035,    -0.03,0.0448608,
     0.04,    -0.03,0.0476074,
   0.045,   -0.03,0.052948,
    -0.05,   -0.025,0.0566864,
   -0.045,   -0.025,0.0540924,
    -0.04,   -0.025,0.0556183,
  -0.035,  -0.025,0.055542,
    -0.03,   -0.025,0.0535583,
   -0.025,   -0.025,0.0499725,
  -0.02, -0.025,0.04776,
   -0.015,   -0.025,0.0504303,
    -0.01,   -0.025,0.0537109,
   -0.005,   -0.025,0.0514221,
-6.93889E-18,      -0.025,   0.0476837,
   0.005,  -0.025,0.045929,
     0.01,   -0.025,0.0454712,
    0.015,   -0.025,0.0440216,
     0.02,   -0.025,0.0463867,
    0.025,   -0.025,0.0450134,
     0.03,   -0.025,0.0463867,
    0.035,   -0.025,0.0461578,
     0.04,   -0.025,0.0463104,
    0.045,   -0.025,0.0519562,
    -0.05,    -0.02,0.0582886,
   -0.045,    -0.02,0.0574493,
    -0.04,    -0.02,0.0566101,
  -0.035,   -0.02,0.056076,
    -0.03,    -0.02,0.0519562,
   -0.025,    -0.02,0.0502777,
    -0.02,    -0.02,0.0476837,
   -0.015,    -0.02,0.0495148,
    -0.01,    -0.02,0.0530243,
   -0.005,    -0.02,0.0519562,
-6.93889E-18,       -0.02,   0.0491333,
    0.005,    -0.02,0.0476837,
     0.01,    -0.02,0.0463104,
    0.015,    -0.02,0.0457001,
     0.02,    -0.02,0.0449371,
    0.025,    -0.02,0.0461578,
     0.03,    -0.02,0.0445557,
    0.035,    -0.02,0.0450134,
     0.04,    -0.02,0.0462341,
    0.045,    -0.02,0.0469971,
    -0.05,   -0.015,0.0556946,
   -0.045,   -0.015,0.0563812,
    -0.04,   -0.015,0.0553894,
   -0.035,   -0.015,0.0561523,
    -0.03,   -0.015,0.0522614,
   -0.025,   -0.015,0.0514984,
    -0.02,   -0.015,0.0478363,
   -0.015,   -0.015,0.0502014,
    -0.01,   -0.015,0.0546265,
   -0.005,   -0.015,0.0512695,
-6.93889E-18,      -0.015,   0.0489044,
    0.005,   -0.015,0.0469971,
     0.01,   -0.015,0.0449371,
    0.015,   -0.015,0.0460052,
     0.02,   -0.015,0.0444031,
    0.025,   -0.015,0.0447083,
     0.03,   -0.015,0.0434875,
    0.035,   -0.015,0.0441742,
     0.04,   -0.015,0.0458527,
    0.045,   -0.015,0.0471497,
    -0.05,    -0.01,0.0546265,
   -0.045,    -0.01,0.0575256,
    -0.04,    -0.01,0.0569153,
   -0.035,    -0.01,0.0565338,
    -0.03,    -0.01,0.0533295,
   -0.025,    -0.01,0.0495148,
    -0.02,    -0.01,0.0484467,
   -0.015,    -0.01,0.0518036,
    -0.01,    -0.01,0.0540161,
   -0.005,    -0.01,0.0515747,
-6.93889E-18,       -0.01,   0.0482178,
    0.005,    -0.01,0.0468445,
     0.01,    -0.01,0.0453949,
    0.015,    -0.01,0.0466156,
     0.02,    -0.01,0.0440979,
    0.025,    -0.01,0.0444794,
     0.03,    -0.01,0.0435638,
    0.035,    -0.01,0.0475311,
     0.04,    -0.01,0.0453949,
    0.045,    -0.01,0.0491333,
    -0.05,   -0.005,0.0553894,
   -0.045,   -0.005,0.0559998,
    -0.04,   -0.005,0.0559998,
   -0.035,   -0.005,0.0566864,
    -0.03,   -0.005,0.0518036,
   -0.025,   -0.005,0.0501251,
  -0.02, -0.005,0.04776,
   -0.015,   -0.005,0.0489044,
    -0.01,   -0.005,0.0550842,
   -0.005,   -0.005,0.0508881,
-6.93889E-18,      -0.005,   0.0500488,
    0.005,   -0.005,0.0450897,
    0.01,  -0.005,0.045166,
    0.015,   -0.005,0.0443268,
     0.02,   -0.005,0.0445557,
   0.025,  -0.005,0.045929,
     0.03,   -0.005,0.0441742,
    0.035,   -0.005,0.0442505,
     0.04,   -0.005,0.0476837,
    0.045,   -0.005,0.0505066,
       -0.05,-6.93889E-18,    0.056076,
      -0.045,-6.93889E-18,   0.0563812,
       -0.04,-6.93889E-18,   0.0541687,
      -0.035,-6.93889E-18,    0.055542,
       -0.03,-6.93889E-18,   0.0531006,
      -0.025,-6.93889E-18,   0.0482941,
       -0.02,-6.93889E-18,   0.0505829,
      -0.015,-6.93889E-18,   0.0518799,
       -0.01,-6.93889E-18,   0.0550079,
      -0.005,-6.93889E-18,   0.0506592,
-6.93889E-18,-6.93889E-18,   0.0486755,
       0.005,-6.93889E-18,    0.044632,
        0.01,-6.93889E-18,    0.046463,
       0.015,-6.93889E-18,   0.0447083,
        0.02,-6.93889E-18,   0.0457764,
       0.025,-6.93889E-18,   0.0450897,
        0.03,-6.93889E-18,   0.0455475,
       0.035,-6.93889E-18,   0.0445557,
        0.04,-6.93889E-18,   0.0476074,
       0.045,-6.93889E-18,   0.0508118,
    -0.05,    0.005,0.0553894,
   -0.045,    0.005,0.0556183,
    -0.04,    0.005,0.0537109,
   -0.035,    0.005,0.0540161,
    -0.03,    0.005,0.0526428,
   -0.025,    0.005,0.0495911,
    -0.02,    0.005,0.0476837,
   -0.015,    0.005,0.0505066,
    -0.01,    0.005,0.0531006,
   -0.005,    0.005,0.0502014,
-6.93889E-18,       0.005,   0.0487518,
    0.005,    0.005,0.0457001,
     0.01,    0.005,0.0463104,
    0.015,    0.005,0.0463867,
     0.02,    0.005,0.0457764,
    0.025,    0.005,0.0457764,
     0.03,    0.005,0.0468445,
   0.035,   0.005,0.045166,
     0.04,    0.005,0.0479889,
    0.045,    0.005,0.0509644,
    -0.05,     0.01,0.0569916,
   -0.045,     0.01,0.0578308,
    -0.04,     0.01,0.0541687,
   -0.035,     0.01,0.0569916,
    -0.03,     0.01,0.0534821,
   -0.025,     0.01,0.0508881,
    -0.02,     0.01,0.0465393,
   -0.015,     0.01,0.0508118,
    -0.01,     0.01,0.0563049,
   -0.005,     0.01,0.0515747,
-6.93889E-18,        0.01,   0.0478363,
    0.005,     0.01,0.0468445,
     0.01,     0.01,0.0455475,
    0.015,     0.01,0.0465393,
     0.02,     0.01,0.0457764,
    0.025,     0.01,0.0461578,
    0.03,    0.01,0.047226,
    0.035,     0.01,0.0457764,
    0.04,    0.01,0.045929,
    0.045,     0.01,0.0506592,
    -0.05,    0.015,0.0564575,
   -0.045,    0.015,0.0575256,
    -0.04,    0.015,0.0543213,
   -0.035,    0.015,0.0588226,
    -0.03,    0.015,0.0518036,
   -0.025,    0.015,0.0495911,
    -0.02,    0.015,0.0480652,
  -0.015,   0.015,0.052948,
    -0.01,    0.015,0.0526428,
   -0.005,    0.015,0.0509644,
-6.93889E-18,       0.015,   0.0483704,
    0.005,    0.015,0.0462341,
     0.01,    0.015,0.0476837,
   0.015,   0.015,0.046463,
     0.02,    0.015,0.0463867,
    0.025,    0.015,0.0456238,
     0.03,    0.015,0.0449371,
    0.035,    0.015,0.0457764,
     0.04,    0.015,0.0469208,
    0.045,    0.015,0.0498199,
    -0.05,     0.02,0.0553894,
  -0.045,    0.02,0.056839,
    -0.04,     0.02,0.0561523,
   -0.035,     0.02,0.0550079,
    -0.03,     0.02,0.0519562,
   -0.025,     0.02,0.0491333,
    -0.02,     0.02,0.0495148,
   -0.015,     0.02,0.0524902,
    -0.01,     0.02,0.0543976,
   -0.005,     0.02,0.0507355,
-6.93889E-18,        0.02,   0.0486755,
   0.005,    0.02,0.043869,
     0.01,     0.02,0.0460815,
    0.015,     0.02,0.0467682,
    0.02,    0.02,0.045929,
    0.025,     0.02,0.0473022,
     0.03,     0.02,0.0447845,
    0.035,     0.02,0.0470734,
     0.04,     0.02,0.0476837,
    0.045,     0.02,0.0505066,
    -0.05,    0.025,0.0547791,
   -0.045,    0.025,0.0562286,
    -0.04,    0.025,0.0543976,
   -0.035,    0.025,0.0562286,
   -0.03,   0.025,0.051651,
   -0.025,    0.025,0.0507355,
    -0.02,    0.025,0.0484467,
   -0.015,    0.025,0.0494385,
    -0.01,    0.025,0.0537872,
   -0.005,    0.025,0.0495911,
-6.93889E-18,       0.025,   0.0489807,
